job,ws,sequence,priority,duration,start,end
0.0,1.0,10.0,3.0,96.0,0.0,96.0
0.0,2.0,20.0,3.0,69.0,96.0,165.0
0.0,3.0,30.0,3.0,25.0,188.0,213.0
0.0,4.0,40.0,3.0,5.0,213.0,218.0
0.0,5.0,50.0,3.0,55.0,218.0,273.0
0.0,6.0,60.0,3.0,15.0,273.0,288.0
0.0,7.0,70.0,3.0,88.0,427.0,515.0
0.0,8.0,80.0,3.0,11.0,515.0,526.0
0.0,9.0,90.0,3.0,17.0,531.0,548.0
0.0,10.0,100.0,3.0,82.0,548.0,630.0
1.0,1.0,10.0,7.0,11.0,339.0,350.0
1.0,2.0,20.0,7.0,48.0,350.0,398.0
1.0,3.0,30.0,7.0,67.0,398.0,465.0
1.0,4.0,40.0,7.0,38.0,558.0,596.0
1.0,5.0,50.0,7.0,18.0,656.0,674.0
1.0,8.0,60.0,7.0,24.0,674.0,698.0
1.0,7.0,70.0,7.0,62.0,703.0,765.0
1.0,6.0,80.0,7.0,92.0,780.0,872.0
1.0,10.0,90.0,7.0,96.0,889.0,985.0
1.0,9.0,100.0,7.0,81.0,985.0,1066.0
2.0,3.0,10.0,8.0,67.0,233.0,300.0
2.0,2.0,20.0,8.0,63.0,398.0,461.0
2.0,1.0,30.0,8.0,93.0,461.0,554.0
2.0,5.0,40.0,8.0,85.0,674.0,759.0
2.0,4.0,50.0,8.0,25.0,759.0,784.0
2.0,6.0,60.0,8.0,72.0,872.0,944.0
2.0,7.0,70.0,8.0,51.0,970.0,1021.0
2.0,8.0,80.0,8.0,81.0,1021.0,1102.0
2.0,9.0,90.0,8.0,58.0,1102.0,1160.0
2.0,10.0,100.0,8.0,15.0,1160.0,1175.0
3.0,3.0,10.0,4.0,30.0,0.0,30.0
3.0,2.0,20.0,4.0,35.0,53.0,88.0
3.0,1.0,30.0,4.0,27.0,96.0,123.0
3.0,5.0,40.0,4.0,82.0,273.0,355.0
3.0,4.0,50.0,4.0,44.0,355.0,399.0
3.0,8.0,60.0,4.0,92.0,399.0,491.0
3.0,7.0,70.0,4.0,25.0,515.0,540.0
3.0,6.0,80.0,4.0,49.0,540.0,589.0
3.0,10.0,90.0,4.0,28.0,630.0,658.0
3.0,9.0,100.0,4.0,77.0,658.0,735.0
4.0,2.0,10.0,9.0,53.0,165.0,218.0
4.0,1.0,20.0,9.0,83.0,350.0,433.0
4.0,5.0,30.0,9.0,73.0,759.0,832.0
4.0,4.0,40.0,9.0,26.0,832.0,858.0
4.0,3.0,50.0,9.0,77.0,858.0,935.0
4.0,7.0,60.0,9.0,33.0,1021.0,1054.0
4.0,6.0,70.0,9.0,92.0,1054.0,1146.0
4.0,10.0,80.0,9.0,99.0,1175.0,1274.0
4.0,9.0,90.0,9.0,38.0,1274.0,1312.0
4.0,8.0,100.0,9.0,38.0,1312.0,1350.0
5.0,2.0,10.0,10.0,20.0,218.0,238.0
5.0,1.0,20.0,10.0,44.0,554.0,598.0
5.0,5.0,30.0,10.0,81.0,832.0,913.0
5.0,4.0,40.0,10.0,88.0,913.0,1001.0
5.0,3.0,50.0,10.0,66.0,1001.0,1067.0
5.0,7.0,60.0,10.0,70.0,1067.0,1137.0
5.0,6.0,70.0,10.0,91.0,1146.0,1237.0
5.0,10.0,80.0,10.0,37.0,1274.0,1311.0
5.0,9.0,90.0,10.0,55.0,1312.0,1367.0
5.0,8.0,100.0,10.0,96.0,1367.0,1463.0
6.0,2.0,10.0,2.0,21.0,32.0,53.0
6.0,3.0,20.0,2.0,93.0,95.0,188.0
6.0,5.0,30.0,2.0,22.0,188.0,210.0
6.0,1.0,40.0,2.0,56.0,210.0,266.0
6.0,4.0,50.0,2.0,34.0,266.0,300.0
6.0,7.0,60.0,2.0,40.0,300.0,340.0
6.0,8.0,70.0,2.0,53.0,340.0,393.0
6.0,10.0,80.0,2.0,46.0,393.0,439.0
6.0,6.0,90.0,2.0,29.0,439.0,468.0
6.0,9.0,100.0,2.0,63.0,468.0,531.0
7.0,2.0,10.0,1.0,32.0,0.0,32.0
7.0,3.0,20.0,1.0,63.0,32.0,95.0
7.0,5.0,30.0,1.0,36.0,95.0,131.0
7.0,1.0,40.0,1.0,26.0,131.0,157.0
7.0,4.0,50.0,1.0,17.0,157.0,174.0
7.0,6.0,60.0,1.0,85.0,174.0,259.0
7.0,8.0,70.0,1.0,15.0,259.0,274.0
