job,ws,sequence,priority,duration,start,end
0.0,1.0,10.0,2.0,55.0,34.0,89.0
0.0,2.0,20.0,2.0,74.0,223.0,297.0
0.0,3.0,30.0,2.0,45.0,297.0,342.0
0.0,4.0,40.0,2.0,23.0,342.0,365.0
0.0,5.0,50.0,2.0,76.0,365.0,441.0
0.0,6.0,60.0,2.0,19.0,441.0,460.0
0.0,7.0,70.0,2.0,18.0,460.0,478.0
0.0,8.0,80.0,2.0,61.0,478.0,539.0
0.0,9.0,90.0,2.0,44.0,539.0,583.0
0.0,10.0,100.0,2.0,11.0,583.0,594.0
1.0,1.0,10.0,3.0,63.0,89.0,152.0
1.0,2.0,20.0,3.0,43.0,297.0,340.0
1.0,3.0,30.0,3.0,51.0,342.0,393.0
1.0,4.0,40.0,3.0,18.0,393.0,411.0
1.0,5.0,50.0,3.0,42.0,441.0,483.0
1.0,8.0,60.0,3.0,11.0,539.0,550.0
1.0,7.0,70.0,3.0,29.0,550.0,579.0
1.0,6.0,80.0,3.0,52.0,579.0,631.0
1.0,10.0,90.0,3.0,29.0,631.0,660.0
1.0,9.0,100.0,3.0,88.0,660.0,748.0
2.0,3.0,10.0,9.0,88.0,86.0,174.0
2.0,2.0,20.0,9.0,31.0,340.0,371.0
2.0,1.0,30.0,9.0,47.0,371.0,418.0
2.0,5.0,40.0,9.0,10.0,575.0,585.0
2.0,4.0,50.0,9.0,62.0,751.0,813.0
2.0,6.0,60.0,9.0,60.0,966.0,1026.0
2.0,7.0,70.0,9.0,58.0,1026.0,1084.0
2.0,8.0,80.0,9.0,29.0,1084.0,1113.0
2.0,9.0,90.0,9.0,52.0,1113.0,1165.0
2.0,10.0,100.0,9.0,92.0,1165.0,1257.0
3.0,3.0,10.0,6.0,16.0,12.0,28.0
3.0,2.0,20.0,6.0,71.0,30.0,101.0
3.0,1.0,30.0,6.0,55.0,185.0,240.0
3.0,5.0,40.0,6.0,55.0,274.0,329.0
3.0,4.0,50.0,6.0,9.0,329.0,338.0
3.0,8.0,60.0,6.0,49.0,338.0,387.0
3.0,7.0,70.0,6.0,83.0,770.0,853.0
3.0,6.0,80.0,6.0,54.0,853.0,907.0
3.0,10.0,90.0,6.0,7.0,907.0,914.0
3.0,9.0,100.0,6.0,57.0,914.0,971.0
4.0,2.0,10.0,7.0,7.0,101.0,108.0
4.0,1.0,20.0,7.0,41.0,240.0,281.0
4.0,5.0,30.0,7.0,92.0,483.0,575.0
4.0,4.0,40.0,7.0,94.0,575.0,669.0
4.0,3.0,50.0,7.0,46.0,669.0,715.0
4.0,7.0,60.0,7.0,79.0,853.0,932.0
4.0,6.0,70.0,7.0,34.0,932.0,966.0
4.0,10.0,80.0,7.0,38.0,966.0,1004.0
4.0,9.0,90.0,7.0,8.0,1004.0,1012.0
4.0,8.0,100.0,7.0,18.0,1012.0,1030.0
5.0,2.0,10.0,5.0,25.0,5.0,30.0
5.0,1.0,20.0,5.0,5.0,180.0,185.0
5.0,5.0,30.0,5.0,89.0,185.0,274.0
5.0,4.0,40.0,5.0,94.0,411.0,505.0
5.0,3.0,50.0,5.0,14.0,505.0,519.0
5.0,7.0,60.0,5.0,94.0,676.0,770.0
5.0,6.0,70.0,5.0,20.0,770.0,790.0
5.0,10.0,80.0,5.0,23.0,790.0,813.0
5.0,9.0,90.0,5.0,44.0,813.0,857.0
5.0,8.0,100.0,5.0,39.0,857.0,896.0
6.0,2.0,10.0,10.0,24.0,371.0,395.0
6.0,3.0,20.0,10.0,21.0,467.0,488.0
6.0,5.0,30.0,10.0,47.0,585.0,632.0
6.0,1.0,40.0,10.0,40.0,632.0,672.0
6.0,4.0,50.0,10.0,94.0,813.0,907.0
6.0,7.0,60.0,10.0,71.0,932.0,1003.0
6.0,8.0,70.0,10.0,89.0,1113.0,1202.0
6.0,10.0,80.0,10.0,75.0,1257.0,1332.0
6.0,6.0,90.0,10.0,97.0,1332.0,1429.0
6.0,9.0,100.0,10.0,15.0,1429.0,1444.0
7.0,2.0,10.0,4.0,5.0,0.0,5.0
7.0,3.0,20.0,4.0,7.0,5.0,12.0
7.0,5.0,30.0,4.0,74.0,12.0,86.0
7.0,1.0,40.0,4.0,28.0,152.0,180.0
7.0,4.0,50.0,4.0,72.0,180.0,252.0
7.0,6.0,60.0,4.0,61.0,252.0,313.0
7.0,8.0,70.0,4.0,9.0,313.0,322.0
7.0,9.0,80.0,4.0,53.0,347.0,400.0
7.0,10.0,90.0,4.0,32.0,400.0,432.0
7.0,7.0,100.0,4.0,97.0,579.0,676.0
8.0,1.0,10.0,1.0,34.0,0.0,34.0
8.0,3.0,20.0,1.0,52.0,34.0,86.0
8.0,4.0,30.0,1.0,37.0,86.0,123.0
8.0,5.0,40.0,1.0,6.0,123.0,129.0
8.0,2.0,50.0,1.0,94.0,129.0,223.0
8.0,7.0,60.0,1.0,6.0,223.0,229.0
8.0,8.0,70.0,1.0,56.0,229.0,285.0
8.0,10.0,80.0,1.0,41.0,285.0,326.0
8.0,6.0,90.0,1.0,5.0,326.0,331.0
8.0,9.0,100.0,1.0,16.0,331.0,347.0
9.0,1.0,10.0,8.0,77.0,281.0,358.0
9.0,3.0,20.0,8.0,74.0,393.0,467.0
9.0,4.0,30.0,8.0,82.0,669.0,751.0
9.0,5.0,40.0,8.0,10.0,751.0,761.0
9.0,2.0,50.0,8.0,29.0,761.0,790.0
9.0,6.0,60.0,8.0,15.0,790.0,805.0
9.0,8.0,70.0,8.0,51.0,805.0,856.0
9.0,9.0,80.0,8.0,65.0,1012.0,1077.0
