job,ws,sequence,priority,duration,start,end
0.0,1.0,10.0,9.0,32.0,114.0,146.0
0.0,2.0,20.0,9.0,14.0,155.0,169.0
0.0,3.0,30.0,9.0,15.0,223.0,238.0
0.0,4.0,40.0,9.0,37.0,238.0,275.0
0.0,5.0,50.0,9.0,18.0,348.0,366.0
0.0,6.0,60.0,9.0,43.0,403.0,446.0
0.0,7.0,70.0,9.0,19.0,466.0,485.0
0.0,8.0,80.0,9.0,27.0,515.0,542.0
0.0,9.0,90.0,9.0,28.0,559.0,587.0
0.0,10.0,100.0,9.0,31.0,587.0,618.0
1.0,1.0,10.0,7.0,8.0,79.0,87.0
1.0,4.0,20.0,7.0,12.0,178.0,190.0
1.0,5.0,30.0,7.0,49.0,299.0,348.0
1.0,9.0,40.0,7.0,24.0,371.0,395.0
1.0,10.0,50.0,7.0,52.0,395.0,447.0
1.0,7.0,60.0,7.0,19.0,447.0,466.0
1.0,8.0,70.0,7.0,23.0,466.0,489.0
1.0,6.0,80.0,7.0,19.0,489.0,508.0
1.0,3.0,90.0,7.0,17.0,508.0,525.0
1.0,2.0,100.0,7.0,32.0,525.0,557.0
2.0,1.0,10.0,5.0,25.0,24.0,49.0
2.0,8.0,20.0,5.0,19.0,49.0,68.0
2.0,4.0,30.0,5.0,27.0,151.0,178.0
2.0,3.0,40.0,5.0,45.0,178.0,223.0
2.0,7.0,50.0,5.0,21.0,263.0,284.0
2.0,5.0,60.0,5.0,15.0,284.0,299.0
2.0,2.0,70.0,5.0,13.0,299.0,312.0
2.0,6.0,80.0,5.0,16.0,312.0,328.0
2.0,9.0,90.0,5.0,43.0,328.0,371.0
2.0,10.0,100.0,5.0,19.0,371.0,390.0
3.0,1.0,10.0,3.0,24.0,0.0,24.0
3.0,2.0,20.0,3.0,18.0,24.0,42.0
3.0,4.0,30.0,3.0,41.0,77.0,118.0
3.0,9.0,40.0,3.0,29.0,118.0,147.0
3.0,6.0,50.0,3.0,14.0,147.0,161.0
3.0,3.0,60.0,3.0,17.0,161.0,178.0
3.0,5.0,70.0,3.0,23.0,192.0,215.0
3.0,8.0,80.0,3.0,15.0,215.0,230.0
3.0,7.0,90.0,3.0,18.0,230.0,248.0
3.0,10.0,100.0,3.0,23.0,248.0,271.0
4.0,1.0,10.0,8.0,27.0,87.0,114.0
4.0,7.0,20.0,8.0,29.0,126.0,155.0
4.0,2.0,30.0,8.0,39.0,312.0,351.0
4.0,4.0,40.0,8.0,21.0,362.0,383.0
4.0,6.0,50.0,8.0,15.0,388.0,403.0
4.0,3.0,60.0,8.0,15.0,403.0,418.0
4.0,10.0,70.0,8.0,25.0,447.0,472.0
4.0,8.0,80.0,8.0,26.0,489.0,515.0
4.0,9.0,90.0,8.0,44.0,515.0,559.0
4.0,5.0,100.0,8.0,20.0,559.0,579.0
5.0,5.0,10.0,10.0,17.0,23.0,40.0
5.0,1.0,20.0,10.0,15.0,146.0,161.0
5.0,7.0,30.0,10.0,51.0,161.0,212.0
5.0,9.0,40.0,10.0,17.0,212.0,229.0
5.0,3.0,50.0,10.0,46.0,238.0,284.0
5.0,4.0,60.0,10.0,16.0,284.0,300.0
5.0,10.0,70.0,10.0,33.0,336.0,369.0
5.0,8.0,80.0,10.0,25.0,369.0,394.0
5.0,6.0,90.0,10.0,30.0,446.0,476.0
5.0,2.0,100.0,10.0,25.0,476.0,501.0
6.0,5.0,10.0,4.0,15.0,8.0,23.0
6.0,4.0,20.0,4.0,31.0,23.0,54.0
6.0,1.0,30.0,4.0,25.0,54.0,79.0
6.0,10.0,40.0,4.0,12.0,79.0,91.0
6.0,3.0,50.0,4.0,13.0,91.0,104.0
6.0,2.0,60.0,4.0,51.0,104.0,155.0
6.0,9.0,70.0,4.0,19.0,155.0,174.0
6.0,8.0,80.0,4.0,21.0,230.0,251.0
6.0,7.0,90.0,4.0,12.0,251.0,263.0
