job,ws,sequence,priority,duration,start,end
0.0,5.0,10.0,4.0,18.0,0.0,18.0
0.0,8.0,20.0,4.0,21.0,58.0,79.0
0.0,10.0,30.0,4.0,41.0,79.0,120.0
0.0,3.0,40.0,4.0,45.0,140.0,185.0
0.0,4.0,50.0,4.0,38.0,434.0,472.0
0.0,9.0,60.0,4.0,50.0,517.0,567.0
0.0,6.0,70.0,4.0,84.0,593.0,677.0
0.0,7.0,80.0,4.0,29.0,677.0,706.0
0.0,2.0,90.0,4.0,23.0,706.0,729.0
0.0,1.0,100.0,4.0,82.0,729.0,811.0
1.0,9.0,10.0,7.0,57.0,0.0,57.0
1.0,6.0,20.0,7.0,16.0,57.0,73.0
1.0,2.0,30.0,7.0,52.0,95.0,147.0
1.0,8.0,40.0,7.0,74.0,147.0,221.0
1.0,3.0,50.0,7.0,38.0,221.0,259.0
1.0,4.0,60.0,7.0,54.0,580.0,634.0
1.0,7.0,70.0,7.0,62.0,877.0,939.0
1.0,10.0,80.0,7.0,37.0,939.0,976.0
1.0,5.0,90.0,7.0,54.0,976.0,1030.0
1.0,1.0,100.0,7.0,52.0,1030.0,1082.0
2.0,3.0,10.0,10.0,30.0,0.0,30.0
2.0,5.0,20.0,10.0,79.0,66.0,145.0
2.0,4.0,30.0,10.0,68.0,729.0,797.0
2.0,2.0,40.0,10.0,61.0,905.0,966.0
2.0,9.0,50.0,10.0,11.0,966.0,977.0
2.0,7.0,60.0,10.0,89.0,1019.0,1108.0
2.0,8.0,70.0,10.0,89.0,1108.0,1197.0
2.0,1.0,80.0,10.0,81.0,1197.0,1278.0
2.0,10.0,90.0,10.0,81.0,1278.0,1359.0
2.0,6.0,100.0,10.0,57.0,1359.0,1416.0
3.0,1.0,10.0,5.0,91.0,90.0,181.0
3.0,9.0,20.0,5.0,8.0,181.0,189.0
3.0,4.0,30.0,5.0,33.0,472.0,505.0
3.0,8.0,40.0,5.0,55.0,505.0,560.0
3.0,6.0,50.0,5.0,20.0,677.0,697.0
