job,ws,sequence,priority,duration,start,end
0.0,8.0,10.0,5.0,8.0,84.0,92.0
0.0,10.0,20.0,5.0,75.0,148.0,223.0
0.0,1.0,30.0,5.0,72.0,223.0,295.0
0.0,7.0,40.0,5.0,74.0,507.0,581.0
0.0,5.0,50.0,5.0,30.0,596.0,626.0
0.0,9.0,60.0,5.0,43.0,626.0,669.0
0.0,3.0,70.0,5.0,38.0,669.0,707.0
0.0,6.0,80.0,5.0,98.0,707.0,805.0
0.0,2.0,90.0,5.0,26.0,805.0,831.0
0.0,4.0,100.0,5.0,19.0,831.0,850.0
1.0,7.0,10.0,1.0,19.0,0.0,19.0
1.0,9.0,20.0,1.0,73.0,19.0,92.0
1.0,4.0,30.0,1.0,43.0,92.0,135.0
1.0,1.0,40.0,1.0,23.0,135.0,158.0
1.0,2.0,50.0,1.0,85.0,158.0,243.0
1.0,5.0,60.0,1.0,39.0,243.0,282.0
1.0,6.0,70.0,1.0,13.0,282.0,295.0
1.0,10.0,80.0,1.0,26.0,295.0,321.0
1.0,3.0,90.0,1.0,67.0,321.0,388.0
1.0,8.0,100.0,1.0,9.0,388.0,397.0
2.0,2.0,10.0,7.0,50.0,0.0,50.0
2.0,4.0,20.0,7.0,93.0,289.0,382.0
2.0,6.0,30.0,7.0,80.0,543.0,623.0
2.0,5.0,40.0,7.0,7.0,626.0,633.0
2.0,1.0,50.0,7.0,55.0,633.0,688.0
2.0,3.0,60.0,7.0,61.0,707.0,768.0
2.0,7.0,70.0,7.0,57.0,800.0,857.0
2.0,9.0,80.0,7.0,72.0,857.0,929.0
2.0,10.0,90.0,7.0,42.0,929.0,971.0
2.0,8.0,100.0,7.0,46.0,971.0,1017.0
3.0,2.0,10.0,10.0,68.0,50.0,118.0
3.0,8.0,20.0,10.0,43.0,118.0,161.0
3.0,5.0,30.0,10.0,99.0,405.0,504.0
3.0,7.0,40.0,10.0,60.0,581.0,641.0
3.0,6.0,50.0,10.0,68.0,805.0,873.0
3.0,1.0,60.0,10.0,91.0,880.0,971.0
3.0,9.0,70.0,10.0,11.0,971.0,982.0
3.0,4.0,80.0,10.0,96.0,1046.0,1142.0
3.0,10.0,90.0,10.0,11.0,1142.0,1153.0
3.0,3.0,100.0,10.0,72.0,1153.0,1225.0
4.0,8.0,10.0,2.0,84.0,0.0,84.0
4.0,3.0,20.0,2.0,34.0,84.0,118.0
4.0,9.0,30.0,2.0,40.0,118.0,158.0
4.0,6.0,40.0,2.0,7.0,158.0,165.0
4.0,2.0,50.0,2.0,70.0,243.0,313.0
4.0,7.0,60.0,2.0,74.0,313.0,387.0
4.0,4.0,70.0,2.0,12.0,387.0,399.0
4.0,1.0,80.0,2.0,43.0,399.0,442.0
4.0,10.0,90.0,2.0,69.0,442.0,511.0
4.0,5.0,100.0,2.0,30.0,511.0,541.0
5.0,9.0,10.0,6.0,60.0,237.0,297.0
5.0,1.0,20.0,6.0,49.0,297.0,346.0
5.0,5.0,30.0,6.0,59.0,346.0,405.0
5.0,6.0,40.0,6.0,72.0,405.0,477.0
5.0,10.0,50.0,6.0,63.0,511.0,574.0
5.0,2.0,60.0,6.0,69.0,587.0,656.0
5.0,8.0,70.0,6.0,99.0,656.0,755.0
5.0,7.0,80.0,6.0,45.0,755.0,800.0
5.0,4.0,90.0,6.0,27.0,800.0,827.0
5.0,3.0,100.0,6.0,9.0,827.0,836.0
6.0,7.0,10.0,8.0,71.0,19.0,90.0
6.0,3.0,20.0,8.0,91.0,118.0,209.0
6.0,9.0,30.0,8.0,65.0,297.0,362.0
6.0,2.0,40.0,8.0,90.0,401.0,491.0
6.0,10.0,50.0,8.0,98.0,574.0,672.0
6.0,5.0,60.0,8.0,8.0,672.0,680.0
6.0,8.0,70.0,8.0,50.0,755.0,805.0
6.0,1.0,80.0,8.0,75.0,805.0,880.0
6.0,6.0,90.0,8.0,37.0,880.0,917.0
6.0,4.0,100.0,8.0,17.0,917.0,934.0
7.0,9.0,10.0,9.0,62.0,362.0,424.0
7.0,8.0,20.0,9.0,90.0,424.0,514.0
7.0,6.0,30.0,9.0,98.0,917.0,1015.0
7.0,4.0,40.0,9.0,31.0,1015.0,1046.0
7.0,3.0,50.0,9.0,91.0,1046.0,1137.0
7.0,5.0,60.0,9.0,38.0,1137.0,1175.0
7.0,10.0,70.0,9.0,72.0,1175.0,1247.0
7.0,2.0,80.0,9.0,9.0,1247.0,1256.0
7.0,1.0,90.0,9.0,72.0,1256.0,1328.0
7.0,7.0,100.0,9.0,49.0,1328.0,1377.0
8.0,5.0,10.0,3.0,35.0,0.0,35.0
8.0,1.0,20.0,3.0,39.0,35.0,74.0
8.0,10.0,30.0,3.0,74.0,74.0,148.0
8.0,6.0,40.0,3.0,25.0,165.0,190.0
8.0,8.0,50.0,3.0,47.0,190.0,237.0
8.0,4.0,60.0,3.0,52.0,237.0,289.0
8.0,3.0,70.0,3.0,63.0,388.0,451.0
8.0,9.0,80.0,3.0,21.0,451.0,472.0
8.0,7.0,90.0,3.0,35.0,472.0,507.0
8.0,2.0,100.0,3.0,80.0,507.0,587.0
9.0,10.0,10.0,4.0,58.0,0.0,58.0
9.0,1.0,20.0,4.0,5.0,74.0,79.0
9.0,4.0,30.0,4.0,50.0,135.0,185.0
9.0,9.0,40.0,4.0,52.0,185.0,237.0
9.0,2.0,50.0,4.0,88.0,313.0,401.0
9.0,7.0,60.0,4.0,20.0,401.0,421.0
9.0,3.0,70.0,4.0,68.0,451.0,519.0
9.0,6.0,80.0,4.0,24.0,519.0,543.0
9.0,5.0,90.0,4.0,53.0,543.0,596.0
9.0,8.0,100.0,4.0,57.0,596.0,653.0
