job,ws,sequence,priority,duration,start,end
0.0,4.0,10.0,13.0,72.0,0.0,72.0
0.0,8.0,20.0,13.0,51.0,310.0,361.0
0.0,7.0,30.0,13.0,42.0,361.0,403.0
0.0,15.0,40.0,13.0,31.0,470.0,501.0
0.0,10.0,50.0,13.0,61.0,666.0,727.0
0.0,9.0,60.0,13.0,46.0,884.0,930.0
0.0,6.0,70.0,13.0,88.0,948.0,1036.0
0.0,5.0,80.0,13.0,33.0,1036.0,1069.0
0.0,11.0,90.0,13.0,27.0,1100.0,1127.0
0.0,2.0,100.0,13.0,85.0,1154.0,1239.0
0.0,1.0,110.0,13.0,70.0,1258.0,1328.0
0.0,13.0,120.0,13.0,56.0,1446.0,1502.0
0.0,12.0,130.0,13.0,70.0,1530.0,1600.0
0.0,3.0,140.0,13.0,50.0,1600.0,1650.0
0.0,14.0,150.0,13.0,25.0,1650.0,1675.0
1.0,2.0,10.0,14.0,19.0,45.0,64.0
1.0,12.0,20.0,14.0,79.0,319.0,398.0
1.0,1.0,30.0,14.0,79.0,398.0,477.0
1.0,6.0,40.0,14.0,47.0,477.0,524.0
1.0,9.0,50.0,14.0,40.0,524.0,564.0
1.0,14.0,60.0,14.0,67.0,807.0,874.0
1.0,4.0,70.0,14.0,43.0,874.0,917.0
1.0,11.0,80.0,14.0,65.0,948.0,1013.0
1.0,10.0,90.0,14.0,84.0,1110.0,1194.0
1.0,3.0,100.0,14.0,61.0,1194.0,1255.0
1.0,13.0,110.0,14.0,30.0,1364.0,1394.0
1.0,7.0,120.0,14.0,56.0,1399.0,1455.0
1.0,5.0,130.0,14.0,19.0,1502.0,1521.0
1.0,8.0,140.0,14.0,91.0,1521.0,1612.0
1.0,15.0,150.0,14.0,68.0,1612.0,1680.0
2.0,8.0,10.0,11.0,94.0,216.0,310.0
2.0,4.0,20.0,11.0,7.0,310.0,317.0
2.0,9.0,30.0,11.0,2.0,380.0,382.0
2.0,12.0,40.0,11.0,95.0,741.0,836.0
2.0,1.0,50.0,11.0,60.0,892.0,952.0
2.0,5.0,60.0,11.0,82.0,952.0,1034.0
2.0,10.0,70.0,11.0,76.0,1034.0,1110.0
2.0,14.0,80.0,11.0,36.0,1110.0,1146.0
2.0,2.0,90.0,11.0,8.0,1146.0,1154.0
2.0,11.0,100.0,11.0,85.0,1154.0,1239.0
2.0,7.0,110.0,11.0,7.0,1239.0,1246.0
2.0,6.0,120.0,11.0,44.0,1246.0,1290.0
2.0,15.0,130.0,11.0,2.0,1290.0,1292.0
2.0,13.0,140.0,11.0,72.0,1292.0,1364.0
2.0,3.0,150.0,11.0,91.0,1364.0,1455.0
3.0,7.0,10.0,15.0,58.0,9.0,67.0
3.0,12.0,20.0,15.0,67.0,398.0,465.0
3.0,6.0,30.0,15.0,84.0,524.0,608.0
3.0,14.0,40.0,15.0,34.0,874.0,908.0
3.0,4.0,50.0,15.0,19.0,917.0,936.0
3.0,3.0,60.0,15.0,19.0,936.0,955.0
3.0,2.0,70.0,15.0,94.0,1288.0,1382.0
3.0,5.0,80.0,15.0,41.0,1382.0,1423.0
