job,ws,sequence,priority,duration,start,end
0.0,1.0,10.0,2.0,99.0,38.0,137.0
0.0,2.0,20.0,2.0,74.0,137.0,211.0
0.0,3.0,30.0,2.0,49.0,211.0,260.0
0.0,4.0,40.0,2.0,67.0,260.0,327.0
0.0,5.0,50.0,2.0,17.0,327.0,344.0
0.0,6.0,60.0,2.0,7.0,344.0,351.0
0.0,7.0,70.0,2.0,9.0,351.0,360.0
0.0,8.0,80.0,2.0,39.0,360.0,399.0
0.0,9.0,90.0,2.0,35.0,400.0,435.0
0.0,10.0,100.0,2.0,49.0,441.0,490.0
1.0,1.0,10.0,8.0,49.0,219.0,268.0
1.0,4.0,20.0,8.0,67.0,327.0,394.0
1.0,5.0,30.0,8.0,82.0,512.0,594.0
1.0,3.0,40.0,8.0,92.0,776.0,868.0
1.0,2.0,50.0,8.0,62.0,868.0,930.0
1.0,6.0,60.0,8.0,84.0,930.0,1014.0
1.0,9.0,70.0,8.0,45.0,1056.0,1101.0
1.0,7.0,80.0,8.0,30.0,1101.0,1131.0
1.0,8.0,90.0,8.0,42.0,1138.0,1180.0
1.0,10.0,100.0,8.0,71.0,1180.0,1251.0
2.0,1.0,10.0,7.0,26.0,0.0,26.0
2.0,4.0,20.0,7.0,33.0,29.0,62.0
2.0,2.0,30.0,7.0,82.0,402.0,484.0
2.0,3.0,40.0,7.0,98.0,566.0,664.0
2.0,6.0,50.0,7.0,83.0,801.0,884.0
2.0,5.0,60.0,7.0,16.0,884.0,900.0
2.0,7.0,70.0,7.0,64.0,1009.0,1073.0
2.0,8.0,80.0,7.0,65.0,1073.0,1138.0
2.0,10.0,90.0,7.0,36.0,1138.0,1174.0
2.0,9.0,100.0,7.0,77.0,1174.0,1251.0
3.0,1.0,10.0,5.0,41.0,178.0,219.0
3.0,2.0,20.0,5.0,62.0,290.0,352.0
3.0,5.0,30.0,5.0,73.0,352.0,425.0
3.0,4.0,40.0,5.0,94.0,447.0,541.0
3.0,7.0,50.0,5.0,51.0,624.0,675.0
3.0,6.0,60.0,5.0,46.0,675.0,721.0
3.0,3.0,70.0,5.0,55.0,721.0,776.0
3.0,10.0,80.0,5.0,31.0,776.0,807.0
3.0,8.0,90.0,5.0,64.0,807.0,871.0
3.0,9.0,100.0,5.0,46.0,871.0,917.0
