job,ws,sequence,priority,duration,start,end
0.0,10.0,10.0,5.0,66.0,156.0,222.0
0.0,6.0,20.0,5.0,91.0,390.0,481.0
0.0,5.0,30.0,5.0,87.0,488.0,575.0
0.0,3.0,40.0,5.0,94.0,575.0,669.0
0.0,8.0,50.0,5.0,21.0,669.0,690.0
0.0,4.0,60.0,5.0,92.0,690.0,782.0
0.0,2.0,70.0,5.0,7.0,782.0,789.0
0.0,1.0,80.0,5.0,12.0,789.0,801.0
0.0,9.0,90.0,5.0,11.0,801.0,812.0
0.0,7.0,100.0,5.0,19.0,812.0,831.0
1.0,4.0,10.0,1.0,13.0,0.0,13.0
1.0,3.0,20.0,1.0,20.0,13.0,33.0
1.0,5.0,30.0,1.0,7.0,33.0,40.0
1.0,2.0,40.0,1.0,14.0,40.0,54.0
1.0,10.0,50.0,1.0,66.0,54.0,120.0
1.0,1.0,60.0,1.0,75.0,120.0,195.0
1.0,7.0,70.0,1.0,77.0,195.0,272.0
1.0,6.0,80.0,1.0,16.0,272.0,288.0
1.0,8.0,90.0,1.0,95.0,288.0,383.0
1.0,9.0,100.0,1.0,7.0,383.0,390.0
2.0,9.0,10.0,6.0,77.0,0.0,77.0
2.0,8.0,20.0,6.0,20.0,77.0,97.0
2.0,3.0,30.0,6.0,34.0,97.0,131.0
2.0,1.0,40.0,6.0,15.0,195.0,210.0
2.0,10.0,50.0,6.0,88.0,222.0,310.0
2.0,6.0,60.0,6.0,89.0,669.0,758.0
2.0,7.0,70.0,6.0,53.0,758.0,811.0
2.0,4.0,80.0,6.0,6.0,811.0,817.0
2.0,2.0,90.0,6.0,45.0,817.0,862.0
2.0,5.0,100.0,6.0,76.0,862.0,938.0
3.0,4.0,10.0,10.0,27.0,260.0,287.0
3.0,3.0,20.0,10.0,74.0,302.0,376.0
3.0,7.0,30.0,10.0,88.0,476.0,564.0
3.0,5.0,40.0,10.0,62.0,645.0,707.0
3.0,8.0,50.0,10.0,52.0,846.0,898.0
3.0,9.0,60.0,10.0,69.0,898.0,967.0
3.0,6.0,70.0,10.0,9.0,1096.0,1105.0
3.0,10.0,80.0,10.0,98.0,1199.0,1297.0
