job,ws,sequence,priority,duration,start,end
0.0,8.0,10.0,4.0,62.0,125.0,187.0
0.0,9.0,20.0,4.0,24.0,206.0,230.0
0.0,6.0,30.0,4.0,25.0,230.0,255.0
0.0,4.0,40.0,4.0,84.0,334.0,418.0
0.0,5.0,50.0,4.0,47.0,418.0,465.0
0.0,7.0,60.0,4.0,38.0,465.0,503.0
0.0,3.0,70.0,4.0,82.0,503.0,585.0
0.0,1.0,80.0,4.0,93.0,585.0,678.0
0.0,10.0,90.0,4.0,24.0,678.0,702.0
0.0,2.0,100.0,4.0,66.0,702.0,768.0
1.0,6.0,10.0,7.0,47.0,127.0,174.0
1.0,3.0,20.0,7.0,97.0,302.0,399.0
1.0,9.0,30.0,7.0,92.0,613.0,705.0
1.0,10.0,40.0,7.0,22.0,705.0,727.0
1.0,2.0,50.0,7.0,93.0,837.0,930.0
1.0,5.0,60.0,7.0,29.0,930.0,959.0
1.0,8.0,70.0,7.0,56.0,959.0,1015.0
1.0,4.0,80.0,7.0,80.0,1015.0,1095.0
1.0,1.0,90.0,7.0,78.0,1095.0,1173.0
1.0,7.0,100.0,7.0,67.0,1173.0,1240.0
2.0,2.0,10.0,2.0,45.0,0.0,45.0
2.0,8.0,20.0,2.0,46.0,45.0,91.0
2.0,7.0,30.0,2.0,22.0,106.0,128.0
2.0,3.0,40.0,2.0,26.0,128.0,154.0
2.0,10.0,50.0,2.0,38.0,154.0,192.0
2.0,1.0,60.0,2.0,69.0,192.0,261.0
2.0,5.0,70.0,2.0,40.0,261.0,301.0
2.0,4.0,80.0,2.0,33.0,301.0,334.0
2.0,9.0,90.0,2.0,75.0,334.0,409.0
2.0,6.0,100.0,2.0,96.0,409.0,505.0
3.0,5.0,10.0,8.0,85.0,20.0,105.0
3.0,9.0,20.0,8.0,76.0,230.0,306.0
3.0,6.0,30.0,8.0,68.0,323.0,391.0
3.0,10.0,40.0,8.0,88.0,579.0,667.0
3.0,4.0,50.0,8.0,36.0,671.0,707.0
3.0,7.0,60.0,8.0,75.0,707.0,782.0
3.0,3.0,70.0,8.0,56.0,782.0,838.0
3.0,2.0,80.0,8.0,35.0,930.0,965.0
3.0,1.0,90.0,8.0,77.0,965.0,1042.0
3.0,8.0,100.0,8.0,85.0,1042.0,1127.0
4.0,9.0,10.0,5.0,60.0,0.0,60.0
4.0,10.0,20.0,5.0,20.0,60.0,80.0
