job,ws,sequence,priority,duration,start,end
0.0,10.0,10.0,9.0,11.0,302.0,313.0
0.0,9.0,20.0,9.0,93.0,474.0,567.0
0.0,1.0,30.0,9.0,48.0,750.0,798.0
0.0,8.0,40.0,9.0,76.0,798.0,874.0
0.0,7.0,50.0,9.0,13.0,874.0,887.0
0.0,6.0,60.0,9.0,71.0,887.0,958.0
0.0,4.0,70.0,9.0,59.0,958.0,1017.0
0.0,3.0,80.0,9.0,90.0,1017.0,1107.0
0.0,5.0,90.0,9.0,10.0,1107.0,1117.0
0.0,2.0,100.0,9.0,65.0,1117.0,1182.0
1.0,9.0,10.0,6.0,52.0,72.0,124.0
1.0,10.0,20.0,6.0,76.0,170.0,246.0
1.0,1.0,30.0,6.0,84.0,246.0,330.0
1.0,8.0,40.0,6.0,73.0,458.0,531.0
1.0,6.0,50.0,6.0,56.0,531.0,587.0
1.0,5.0,60.0,6.0,10.0,587.0,597.0
1.0,7.0,70.0,6.0,26.0,705.0,731.0
1.0,3.0,80.0,6.0,43.0,731.0,774.0
1.0,4.0,90.0,6.0,39.0,774.0,813.0
1.0,2.0,100.0,6.0,49.0,813.0,862.0
2.0,10.0,10.0,1.0,28.0,0.0,28.0
2.0,9.0,20.0,1.0,44.0,28.0,72.0
2.0,8.0,30.0,1.0,26.0,72.0,98.0
2.0,7.0,40.0,1.0,66.0,98.0,164.0
2.0,5.0,50.0,1.0,68.0,164.0,232.0
2.0,6.0,60.0,1.0,74.0,232.0,306.0
2.0,4.0,70.0,1.0,27.0,306.0,333.0
2.0,3.0,80.0,1.0,14.0,333.0,347.0
2.0,2.0,90.0,1.0,6.0,347.0,353.0
2.0,1.0,100.0,1.0,21.0,353.0,374.0
3.0,1.0,10.0,2.0,18.0,0.0,18.0
3.0,2.0,20.0,2.0,58.0,18.0,76.0
3.0,4.0,30.0,2.0,62.0,76.0,138.0
3.0,3.0,40.0,2.0,46.0,138.0,184.0
3.0,7.0,50.0,2.0,25.0,184.0,209.0
3.0,5.0,60.0,2.0,6.0,232.0,238.0
3.0,6.0,70.0,2.0,60.0,306.0,366.0
3.0,8.0,80.0,2.0,28.0,366.0,394.0
3.0,9.0,90.0,2.0,80.0,394.0,474.0
3.0,10.0,100.0,2.0,30.0,474.0,504.0
4.0,1.0,10.0,8.0,78.0,23.0,101.0
4.0,2.0,20.0,8.0,47.0,101.0,148.0
4.0,8.0,30.0,8.0,29.0,148.0,177.0
4.0,6.0,40.0,8.0,16.0,177.0,193.0
4.0,5.0,50.0,8.0,29.0,332.0,361.0
4.0,7.0,60.0,8.0,57.0,361.0,418.0
4.0,4.0,70.0,8.0,78.0,418.0,496.0
4.0,3.0,80.0,8.0,87.0,506.0,593.0
4.0,9.0,90.0,8.0,39.0,593.0,632.0
4.0,10.0,100.0,8.0,73.0,632.0,705.0
5.0,10.0,10.0,4.0,66.0,104.0,170.0
5.0,9.0,20.0,4.0,51.0,170.0,221.0
5.0,4.0,30.0,4.0,12.0,221.0,233.0
5.0,8.0,40.0,4.0,64.0,394.0,458.0
5.0,6.0,50.0,4.0,67.0,458.0,525.0
5.0,5.0,60.0,4.0,15.0,525.0,540.0
5.0,7.0,70.0,4.0,66.0,540.0,606.0
5.0,3.0,80.0,4.0,26.0,606.0,632.0
5.0,2.0,90.0,4.0,20.0,632.0,652.0
5.0,1.0,100.0,4.0,98.0,652.0,750.0
6.0,9.0,10.0,3.0,23.0,0.0,23.0
6.0,10.0,20.0,3.0,76.0,28.0,104.0
6.0,7.0,30.0,3.0,45.0,209.0,254.0
6.0,8.0,40.0,3.0,75.0,254.0,329.0
6.0,6.0,50.0,3.0,24.0,366.0,390.0
6.0,4.0,60.0,3.0,18.0,390.0,408.0
6.0,5.0,70.0,3.0,83.0,408.0,491.0
6.0,3.0,80.0,3.0,15.0,491.0,506.0
6.0,2.0,90.0,3.0,88.0,506.0,594.0
6.0,1.0,100.0,3.0,17.0,594.0,611.0
7.0,10.0,10.0,7.0,56.0,246.0,302.0
7.0,9.0,20.0,7.0,83.0,302.0,385.0
7.0,8.0,30.0,7.0,80.0,531.0,611.0
7.0,7.0,40.0,7.0,16.0,731.0,747.0
7.0,5.0,50.0,7.0,31.0,747.0,778.0
7.0,6.0,60.0,7.0,93.0,778.0,871.0
7.0,4.0,70.0,7.0,30.0,871.0,901.0
7.0,3.0,80.0,7.0,29.0,901.0,930.0
7.0,2.0,90.0,7.0,66.0,930.0,996.0
7.0,1.0,100.0,7.0,28.0,996.0,1024.0
8.0,10.0,10.0,10.0,79.0,313.0,392.0
8.0,9.0,20.0,10.0,69.0,632.0,701.0
8.0,3.0,30.0,10.0,82.0,774.0,856.0
8.0,5.0,40.0,10.0,16.0,856.0,872.0
8.0,6.0,50.0,10.0,62.0,958.0,1020.0
8.0,4.0,60.0,10.0,41.0,1020.0,1061.0
8.0,7.0,70.0,10.0,91.0,1061.0,1152.0
8.0,8.0,80.0,10.0,35.0,1152.0,1187.0
8.0,1.0,90.0,10.0,34.0,1187.0,1221.0
8.0,2.0,100.0,10.0,75.0,1221.0,1296.0
9.0,1.0,10.0,5.0,5.0,18.0,23.0
9.0,2.0,20.0,5.0,19.0,76.0,95.0
9.0,3.0,30.0,5.0,20.0,95.0,115.0
9.0,4.0,40.0,5.0,12.0,138.0,150.0
9.0,5.0,50.0,5.0,94.0,238.0,332.0
9.0,6.0,60.0,5.0,60.0,390.0,450.0
9.0,7.0,70.0,5.0,99.0,606.0,705.0
9.0,8.0,80.0,5.0,31.0,705.0,736.0
9.0,9.0,90.0,5.0,96.0,736.0,832.0
9.0,10.0,100.0,5.0,63.0,832.0,895.0
