job,ws,sequence,priority,duration,start,end
0.0,1.0,10.0,6.0,72.0,241.0,313.0
0.0,2.0,20.0,6.0,64.0,401.0,465.0
0.0,3.0,30.0,6.0,55.0,465.0,520.0
0.0,4.0,40.0,6.0,31.0,548.0,579.0
0.0,5.0,50.0,6.0,53.0,579.0,632.0
0.0,6.0,60.0,6.0,95.0,632.0,727.0
0.0,7.0,70.0,6.0,11.0,736.0,747.0
0.0,8.0,80.0,6.0,52.0,747.0,799.0
0.0,9.0,90.0,6.0,6.0,799.0,805.0
0.0,10.0,100.0,6.0,84.0,815.0,899.0
1.0,1.0,10.0,9.0,61.0,479.0,540.0
1.0,4.0,20.0,9.0,27.0,579.0,606.0
1.0,5.0,30.0,9.0,88.0,725.0,813.0
1.0,3.0,40.0,9.0,78.0,813.0,891.0
1.0,2.0,50.0,9.0,49.0,906.0,955.0
1.0,6.0,60.0,9.0,83.0,955.0,1038.0
1.0,9.0,70.0,9.0,91.0,1089.0,1180.0
1.0,7.0,80.0,9.0,74.0,1180.0,1254.0
1.0,8.0,90.0,9.0,29.0,1254.0,1283.0
1.0,10.0,100.0,9.0,87.0,1283.0,1370.0
2.0,1.0,10.0,3.0,86.0,147.0,233.0
2.0,4.0,20.0,3.0,32.0,252.0,284.0
2.0,2.0,30.0,3.0,35.0,284.0,319.0
2.0,3.0,40.0,3.0,37.0,319.0,356.0
2.0,6.0,50.0,3.0,18.0,356.0,374.0
2.0,5.0,60.0,3.0,48.0,374.0,422.0
2.0,7.0,70.0,3.0,91.0,422.0,513.0
2.0,8.0,80.0,3.0,52.0,513.0,565.0
2.0,10.0,90.0,3.0,60.0,565.0,625.0
2.0,9.0,100.0,3.0,30.0,625.0,655.0
3.0,1.0,10.0,5.0,8.0,233.0,241.0
3.0,2.0,20.0,5.0,82.0,319.0,401.0
3.0,5.0,30.0,5.0,27.0,422.0,449.0
3.0,4.0,40.0,5.0,99.0,449.0,548.0
3.0,7.0,50.0,5.0,74.0,662.0,736.0
3.0,6.0,60.0,5.0,9.0,736.0,745.0
3.0,3.0,70.0,5.0,33.0,745.0,778.0
3.0,10.0,80.0,5.0,20.0,795.0,815.0
3.0,8.0,90.0,5.0,59.0,815.0,874.0
3.0,9.0,100.0,5.0,98.0,874.0,972.0
4.0,2.0,10.0,2.0,50.0,0.0,50.0
