job,ws,sequence,priority,duration,start,end
0.0,8.0,10.0,10.0,84.0,480.0,564.0
0.0,6.0,20.0,10.0,58.0,680.0,738.0
0.0,9.0,30.0,10.0,77.0,835.0,912.0
0.0,3.0,40.0,10.0,44.0,912.0,956.0
0.0,5.0,50.0,10.0,97.0,956.0,1053.0
0.0,7.0,60.0,10.0,89.0,1053.0,1142.0
0.0,4.0,70.0,10.0,5.0,1142.0,1147.0
0.0,2.0,80.0,10.0,58.0,1147.0,1205.0
0.0,10.0,90.0,10.0,96.0,1285.0,1381.0
0.0,1.0,100.0,10.0,9.0,1381.0,1390.0
1.0,7.0,10.0,8.0,21.0,0.0,21.0
1.0,2.0,20.0,8.0,87.0,32.0,119.0
1.0,5.0,30.0,8.0,15.0,182.0,197.0
1.0,6.0,40.0,8.0,39.0,316.0,355.0
1.0,3.0,50.0,8.0,81.0,579.0,660.0
1.0,4.0,60.0,8.0,85.0,662.0,747.0
1.0,8.0,70.0,8.0,31.0,747.0,778.0
1.0,9.0,80.0,8.0,57.0,778.0,835.0
1.0,10.0,90.0,8.0,73.0,835.0,908.0
1.0,1.0,100.0,8.0,77.0,908.0,985.0
2.0,1.0,10.0,4.0,40.0,0.0,40.0
2.0,6.0,20.0,4.0,71.0,91.0,162.0
2.0,9.0,30.0,4.0,34.0,218.0,252.0
2.0,10.0,40.0,4.0,82.0,445.0,527.0
2.0,4.0,50.0,4.0,70.0,527.0,597.0
2.0,7.0,60.0,4.0,22.0,597.0,619.0
2.0,5.0,70.0,4.0,10.0,619.0,629.0
2.0,8.0,80.0,4.0,80.0,629.0,709.0
2.0,3.0,90.0,4.0,48.0,709.0,757.0
2.0,2.0,100.0,4.0,49.0,757.0,806.0
3.0,6.0,10.0,2.0,75.0,0.0,75.0
3.0,3.0,20.0,2.0,17.0,75.0,92.0
3.0,4.0,30.0,2.0,7.0,92.0,99.0
3.0,7.0,40.0,2.0,72.0,128.0,200.0
3.0,5.0,50.0,2.0,11.0,200.0,211.0
3.0,8.0,60.0,2.0,62.0,211.0,273.0
3.0,9.0,70.0,2.0,47.0,273.0,320.0
3.0,10.0,80.0,2.0,35.0,410.0,445.0
3.0,2.0,90.0,2.0,91.0,445.0,536.0
3.0,1.0,100.0,2.0,55.0,536.0,591.0
4.0,10.0,10.0,7.0,20.0,0.0,20.0
4.0,5.0,20.0,7.0,12.0,20.0,32.0
4.0,7.0,30.0,7.0,71.0,200.0,271.0
4.0,8.0,40.0,7.0,67.0,273.0,340.0
4.0,1.0,50.0,7.0,64.0,404.0,468.0
4.0,3.0,60.0,7.0,94.0,485.0,579.0
4.0,9.0,70.0,7.0,15.0,579.0,594.0
4.0,6.0,80.0,7.0,50.0,630.0,680.0
4.0,4.0,90.0,7.0,75.0,761.0,836.0
4.0,2.0,100.0,7.0,90.0,836.0,926.0
5.0,7.0,10.0,9.0,93.0,749.0,842.0
5.0,6.0,20.0,9.0,93.0,842.0,935.0
5.0,2.0,30.0,9.0,57.0,935.0,992.0
5.0,8.0,40.0,9.0,70.0,992.0,1062.0
5.0,9.0,50.0,9.0,77.0,1062.0,1139.0
5.0,5.0,60.0,9.0,58.0,1139.0,1197.0
5.0,1.0,70.0,9.0,52.0,1197.0,1249.0
5.0,3.0,80.0,9.0,29.0,1249.0,1278.0
5.0,10.0,90.0,9.0,7.0,1278.0,1285.0
5.0,4.0,100.0,9.0,68.0,1285.0,1353.0
6.0,8.0,10.0,5.0,56.0,64.0,120.0
6.0,1.0,20.0,5.0,95.0,234.0,329.0
6.0,9.0,30.0,5.0,48.0,329.0,377.0
6.0,5.0,40.0,5.0,26.0,377.0,403.0
6.0,3.0,50.0,5.0,82.0,403.0,485.0
6.0,2.0,60.0,5.0,63.0,536.0,599.0
6.0,10.0,70.0,5.0,36.0,599.0,635.0
6.0,4.0,80.0,5.0,27.0,635.0,662.0
6.0,7.0,90.0,5.0,87.0,662.0,749.0
6.0,6.0,100.0,5.0,6.0,749.0,755.0
