job,ws,sequence,priority,duration,start,end
0.0,7.0,10.0,1.0,9.0,0.0,9.0
0.0,2.0,20.0,1.0,81.0,9.0,90.0
0.0,5.0,30.0,1.0,55.0,90.0,145.0
0.0,3.0,40.0,1.0,40.0,145.0,185.0
0.0,9.0,50.0,1.0,32.0,185.0,217.0
0.0,4.0,60.0,1.0,37.0,217.0,254.0
0.0,1.0,70.0,1.0,6.0,254.0,260.0
0.0,6.0,80.0,1.0,19.0,260.0,279.0
0.0,10.0,90.0,1.0,81.0,279.0,360.0
0.0,8.0,100.0,1.0,40.0,360.0,400.0
1.0,8.0,10.0,4.0,21.0,0.0,21.0
1.0,3.0,20.0,4.0,70.0,21.0,91.0
1.0,10.0,30.0,4.0,65.0,91.0,156.0
1.0,5.0,40.0,4.0,64.0,156.0,220.0
1.0,2.0,50.0,4.0,46.0,220.0,266.0
1.0,6.0,60.0,4.0,65.0,279.0,344.0
1.0,9.0,70.0,4.0,25.0,344.0,369.0
1.0,1.0,80.0,4.0,77.0,446.0,523.0
1.0,4.0,90.0,4.0,55.0,523.0,578.0
1.0,7.0,100.0,4.0,15.0,578.0,593.0
2.0,3.0,10.0,5.0,85.0,185.0,270.0
2.0,6.0,20.0,5.0,37.0,344.0,381.0
2.0,1.0,30.0,5.0,40.0,523.0,563.0
2.0,4.0,40.0,5.0,24.0,578.0,602.0
2.0,2.0,50.0,5.0,44.0,602.0,646.0
2.0,7.0,60.0,5.0,83.0,725.0,808.0
2.0,5.0,70.0,5.0,89.0,808.0,897.0
2.0,9.0,80.0,5.0,31.0,897.0,928.0
2.0,8.0,90.0,5.0,84.0,928.0,1012.0
2.0,10.0,100.0,5.0,29.0,1012.0,1041.0
3.0,5.0,10.0,7.0,80.0,0.0,80.0
3.0,7.0,20.0,7.0,77.0,131.0,208.0
3.0,8.0,30.0,7.0,56.0,208.0,264.0
3.0,1.0,40.0,7.0,8.0,264.0,272.0
3.0,3.0,50.0,7.0,30.0,272.0,302.0
3.0,6.0,60.0,7.0,59.0,381.0,440.0
3.0,4.0,70.0,7.0,38.0,446.0,484.0
3.0,2.0,80.0,7.0,80.0,484.0,564.0
3.0,10.0,90.0,7.0,41.0,629.0,670.0
3.0,9.0,100.0,7.0,97.0,670.0,767.0
4.0,1.0,10.0,6.0,91.0,0.0,91.0
4.0,7.0,20.0,6.0,40.0,91.0,131.0
4.0,5.0,30.0,6.0,88.0,220.0,308.0
4.0,2.0,40.0,6.0,17.0,308.0,325.0
4.0,3.0,50.0,6.0,71.0,325.0,396.0
4.0,4.0,60.0,6.0,50.0,396.0,446.0
4.0,10.0,70.0,6.0,59.0,446.0,505.0
4.0,9.0,80.0,6.0,80.0,505.0,585.0
