job,ws,sequence,priority,duration,start,end
0.0,13.0,10.0,15.0,40.0,51.0,91.0
0.0,2.0,20.0,15.0,96.0,333.0,429.0
0.0,5.0,30.0,15.0,59.0,446.0,505.0
0.0,10.0,40.0,15.0,95.0,1289.0,1384.0
0.0,14.0,50.0,15.0,76.0,1384.0,1460.0
0.0,1.0,60.0,15.0,75.0,1536.0,1611.0
0.0,12.0,70.0,15.0,23.0,1611.0,1634.0
0.0,9.0,80.0,15.0,65.0,1634.0,1699.0
0.0,4.0,90.0,15.0,65.0,1760.0,1825.0
0.0,6.0,100.0,15.0,16.0,1825.0,1841.0
0.0,7.0,110.0,15.0,71.0,1841.0,1912.0
0.0,15.0,120.0,15.0,52.0,1912.0,1964.0
0.0,11.0,130.0,15.0,84.0,1964.0,2048.0
0.0,3.0,140.0,15.0,99.0,2048.0,2147.0
0.0,8.0,150.0,15.0,24.0,2147.0,2171.0
1.0,6.0,10.0,13.0,2.0,0.0,2.0
1.0,2.0,20.0,13.0,88.0,245.0,333.0
1.0,15.0,30.0,13.0,99.0,504.0,603.0
1.0,11.0,40.0,13.0,52.0,647.0,699.0
1.0,14.0,50.0,13.0,68.0,764.0,832.0
1.0,10.0,60.0,13.0,13.0,970.0,983.0
1.0,7.0,70.0,13.0,38.0,983.0,1021.0
1.0,13.0,80.0,13.0,35.0,1021.0,1056.0
1.0,9.0,90.0,13.0,57.0,1056.0,1113.0
1.0,3.0,100.0,13.0,37.0,1113.0,1150.0
1.0,8.0,110.0,13.0,93.0,1150.0,1243.0
1.0,1.0,120.0,13.0,38.0,1310.0,1348.0
1.0,4.0,130.0,13.0,68.0,1348.0,1416.0
1.0,5.0,140.0,13.0,94.0,1416.0,1510.0
1.0,12.0,150.0,13.0,71.0,1515.0,1586.0
2.0,7.0,10.0,8.0,87.0,423.0,510.0
2.0,4.0,20.0,8.0,46.0,587.0,633.0
2.0,11.0,30.0,8.0,14.0,633.0,647.0
2.0,8.0,40.0,8.0,87.0,647.0,734.0
2.0,14.0,50.0,8.0,30.0,734.0,764.0
2.0,5.0,60.0,8.0,79.0,980.0,1059.0
2.0,6.0,70.0,8.0,62.0,1059.0,1121.0
2.0,10.0,80.0,8.0,37.0,1121.0,1158.0
2.0,9.0,90.0,8.0,54.0,1158.0,1212.0
2.0,3.0,100.0,8.0,1.0,1212.0,1213.0
2.0,1.0,110.0,8.0,97.0,1213.0,1310.0
2.0,2.0,120.0,8.0,16.0,1310.0,1326.0
