job,ws,sequence,priority,duration,start,end
0.0,3.0,10.0,2.0,55.0,0.0,55.0
0.0,6.0,20.0,2.0,66.0,55.0,121.0
0.0,2.0,30.0,2.0,48.0,121.0,169.0
0.0,9.0,40.0,2.0,59.0,169.0,228.0
0.0,4.0,50.0,2.0,8.0,228.0,236.0
0.0,5.0,60.0,2.0,21.0,236.0,257.0
0.0,15.0,70.0,2.0,64.0,257.0,321.0
0.0,8.0,80.0,2.0,7.0,321.0,328.0
0.0,11.0,90.0,2.0,80.0,328.0,408.0
0.0,14.0,100.0,2.0,5.0,408.0,413.0
0.0,12.0,110.0,2.0,59.0,413.0,472.0
0.0,10.0,120.0,2.0,8.0,472.0,480.0
0.0,13.0,130.0,2.0,91.0,615.0,706.0
0.0,7.0,140.0,2.0,11.0,706.0,717.0
0.0,1.0,150.0,2.0,81.0,717.0,798.0
1.0,15.0,10.0,11.0,86.0,406.0,492.0
1.0,9.0,20.0,11.0,76.0,492.0,568.0
1.0,13.0,30.0,11.0,40.0,730.0,770.0
1.0,5.0,40.0,11.0,76.0,770.0,846.0
1.0,12.0,50.0,11.0,9.0,846.0,855.0
1.0,4.0,60.0,11.0,23.0,933.0,956.0
1.0,7.0,70.0,11.0,80.0,956.0,1036.0
1.0,10.0,80.0,11.0,51.0,1234.0,1285.0
1.0,1.0,90.0,11.0,46.0,1285.0,1331.0
1.0,11.0,100.0,11.0,48.0,1390.0,1438.0
1.0,2.0,110.0,11.0,68.0,1438.0,1506.0
1.0,14.0,120.0,11.0,51.0,1506.0,1557.0
1.0,3.0,130.0,11.0,15.0,1557.0,1572.0
1.0,8.0,140.0,11.0,5.0,1572.0,1577.0
1.0,6.0,150.0,11.0,82.0,1577.0,1659.0
2.0,8.0,10.0,12.0,84.0,86.0,170.0
2.0,13.0,20.0,12.0,97.0,170.0,267.0
2.0,2.0,30.0,12.0,26.0,392.0,418.0
2.0,9.0,40.0,12.0,70.0,568.0,638.0
2.0,3.0,50.0,12.0,33.0,657.0,690.0
2.0,11.0,60.0,12.0,31.0,746.0,777.0
2.0,4.0,70.0,12.0,20.0,777.0,797.0
2.0,12.0,80.0,12.0,39.0,797.0,836.0
2.0,14.0,90.0,12.0,42.0,836.0,878.0
2.0,15.0,100.0,12.0,33.0,944.0,977.0
2.0,6.0,110.0,12.0,70.0,977.0,1047.0
2.0,7.0,120.0,12.0,84.0,1047.0,1131.0
2.0,1.0,130.0,12.0,23.0,1131.0,1154.0
2.0,10.0,140.0,12.0,54.0,1285.0,1339.0
2.0,5.0,150.0,12.0,55.0,1339.0,1394.0
3.0,2.0,10.0,9.0,60.0,0.0,60.0
3.0,9.0,20.0,9.0,82.0,75.0,157.0
3.0,6.0,30.0,9.0,14.0,473.0,487.0
3.0,12.0,40.0,9.0,36.0,534.0,570.0
