job,ws,sequence,priority,duration,start,end
0.0,9.0,10.0,13.0,35.0,480.0,515.0
0.0,3.0,20.0,13.0,78.0,552.0,630.0
0.0,8.0,30.0,13.0,79.0,630.0,709.0
0.0,15.0,40.0,13.0,65.0,891.0,956.0
0.0,13.0,50.0,13.0,53.0,1045.0,1098.0
0.0,1.0,60.0,13.0,14.0,1098.0,1112.0
0.0,5.0,70.0,13.0,93.0,1134.0,1227.0
0.0,4.0,80.0,13.0,70.0,1248.0,1318.0
0.0,14.0,90.0,13.0,14.0,1318.0,1332.0
0.0,6.0,100.0,13.0,90.0,1360.0,1450.0
0.0,10.0,110.0,13.0,95.0,1533.0,1628.0
0.0,11.0,120.0,13.0,49.0,1661.0,1710.0
0.0,7.0,130.0,13.0,36.0,1710.0,1746.0
0.0,2.0,140.0,13.0,85.0,1746.0,1831.0
0.0,12.0,150.0,13.0,1.0,1876.0,1877.0
1.0,3.0,10.0,8.0,83.0,101.0,184.0
1.0,9.0,20.0,8.0,41.0,265.0,306.0
1.0,7.0,30.0,8.0,22.0,306.0,328.0
1.0,5.0,40.0,8.0,29.0,328.0,357.0
1.0,12.0,50.0,8.0,52.0,358.0,410.0
1.0,1.0,60.0,8.0,71.0,410.0,481.0
1.0,10.0,70.0,8.0,16.0,481.0,497.0
1.0,8.0,80.0,8.0,93.0,497.0,590.0
1.0,6.0,90.0,8.0,54.0,756.0,810.0
1.0,4.0,100.0,8.0,63.0,1026.0,1089.0
1.0,2.0,110.0,8.0,12.0,1089.0,1101.0
1.0,11.0,120.0,8.0,85.0,1101.0,1186.0
1.0,14.0,130.0,8.0,62.0,1186.0,1248.0
1.0,15.0,140.0,8.0,45.0,1248.0,1293.0
1.0,13.0,150.0,8.0,30.0,1293.0,1323.0
2.0,6.0,10.0,15.0,60.0,0.0,60.0
2.0,12.0,20.0,15.0,43.0,93.0,136.0
2.0,9.0,30.0,15.0,71.0,593.0,664.0
2.0,15.0,40.0,15.0,2.0,765.0,767.0
2.0,13.0,50.0,15.0,50.0,767.0,817.0
2.0,2.0,60.0,15.0,37.0,852.0,889.0
2.0,5.0,70.0,15.0,86.0,1227.0,1313.0
2.0,10.0,80.0,15.0,81.0,1313.0,1394.0
2.0,11.0,90.0,15.0,60.0,1394.0,1454.0
2.0,7.0,100.0,15.0,57.0,1454.0,1511.0
2.0,14.0,110.0,15.0,66.0,1577.0,1643.0
2.0,1.0,120.0,15.0,24.0,1643.0,1667.0
2.0,3.0,130.0,15.0,98.0,1667.0,1765.0
2.0,4.0,140.0,15.0,92.0,1765.0,1857.0
2.0,8.0,150.0,15.0,69.0,1857.0,1926.0
3.0,10.0,10.0,5.0,14.0,0.0,14.0
3.0,14.0,20.0,5.0,59.0,23.0,82.0
3.0,9.0,30.0,5.0,35.0,104.0,139.0
3.0,7.0,40.0,5.0,6.0,190.0,196.0
3.0,13.0,50.0,5.0,25.0,253.0,278.0
3.0,6.0,60.0,5.0,57.0,335.0,392.0
3.0,11.0,70.0,5.0,1.0,392.0,393.0
3.0,3.0,80.0,5.0,44.0,440.0,484.0
3.0,2.0,90.0,5.0,94.0,525.0,619.0
3.0,1.0,100.0,5.0,30.0,619.0,649.0
3.0,15.0,110.0,5.0,95.0,670.0,765.0
3.0,12.0,120.0,5.0,93.0,765.0,858.0
3.0,4.0,130.0,5.0,51.0,883.0,934.0
3.0,5.0,140.0,5.0,52.0,934.0,986.0
3.0,8.0,150.0,5.0,16.0,986.0,1002.0
4.0,9.0,10.0,12.0,96.0,306.0,402.0
4.0,11.0,20.0,12.0,39.0,781.0,820.0
4.0,4.0,30.0,12.0,75.0,1173.0,1248.0
4.0,14.0,40.0,12.0,98.0,1479.0,1577.0
4.0,15.0,50.0,12.0,2.0,1577.0,1579.0
4.0,6.0,60.0,12.0,38.0,1579.0,1617.0
4.0,5.0,70.0,12.0,69.0,1617.0,1686.0
4.0,1.0,80.0,12.0,32.0,1686.0,1718.0
4.0,13.0,90.0,12.0,95.0,1718.0,1813.0
4.0,12.0,100.0,12.0,63.0,1813.0,1876.0
4.0,10.0,110.0,12.0,4.0,1876.0,1880.0
4.0,7.0,120.0,12.0,11.0,1880.0,1891.0
4.0,3.0,130.0,12.0,50.0,1891.0,1941.0
4.0,2.0,140.0,12.0,95.0,1941.0,2036.0
4.0,8.0,150.0,12.0,78.0,2036.0,2114.0
5.0,8.0,10.0,6.0,73.0,0.0,73.0
5.0,3.0,20.0,6.0,28.0,73.0,101.0
5.0,10.0,30.0,6.0,43.0,142.0,185.0
5.0,6.0,40.0,6.0,47.0,185.0,232.0
5.0,11.0,50.0,6.0,57.0,232.0,289.0
5.0,5.0,60.0,6.0,88.0,404.0,492.0
5.0,4.0,70.0,6.0,33.0,492.0,525.0
5.0,2.0,80.0,6.0,13.0,619.0,632.0
5.0,12.0,90.0,6.0,7.0,676.0,683.0
5.0,9.0,100.0,6.0,49.0,683.0,732.0
5.0,7.0,110.0,6.0,23.0,732.0,755.0
5.0,15.0,120.0,6.0,38.0,778.0,816.0
5.0,14.0,130.0,6.0,21.0,816.0,837.0
5.0,1.0,140.0,6.0,99.0,837.0,936.0
5.0,13.0,150.0,6.0,72.0,936.0,1008.0
6.0,3.0,10.0,9.0,3.0,27.0,30.0
6.0,11.0,20.0,9.0,80.0,30.0,110.0
6.0,2.0,30.0,9.0,67.0,111.0,178.0
6.0,13.0,40.0,9.0,93.0,278.0,371.0
6.0,15.0,50.0,9.0,91.0,417.0,508.0
6.0,4.0,60.0,9.0,31.0,525.0,556.0
6.0,1.0,70.0,9.0,52.0,936.0,988.0
6.0,5.0,80.0,9.0,64.0,988.0,1052.0
6.0,10.0,90.0,9.0,83.0,1052.0,1135.0
6.0,6.0,100.0,9.0,2.0,1135.0,1137.0
6.0,12.0,110.0,9.0,90.0,1137.0,1227.0
6.0,14.0,120.0,9.0,64.0,1248.0,1312.0
6.0,8.0,130.0,9.0,16.0,1312.0,1328.0
6.0,9.0,140.0,9.0,18.0,1328.0,1346.0
6.0,7.0,150.0,9.0,25.0,1346.0,1371.0
7.0,14.0,10.0,3.0,23.0,0.0,23.0
7.0,7.0,20.0,3.0,30.0,41.0,71.0
7.0,12.0,30.0,3.0,22.0,71.0,93.0
7.0,13.0,40.0,3.0,54.0,118.0,172.0
7.0,9.0,50.0,3.0,68.0,197.0,265.0
7.0,8.0,60.0,3.0,63.0,265.0,328.0
7.0,15.0,70.0,3.0,89.0,328.0,417.0
7.0,6.0,80.0,3.0,95.0,597.0,692.0
7.0,4.0,90.0,3.0,5.0,692.0,697.0
7.0,5.0,100.0,3.0,37.0,697.0,734.0
7.0,1.0,110.0,3.0,5.0,734.0,739.0
7.0,11.0,120.0,3.0,42.0,739.0,781.0
7.0,3.0,130.0,3.0,17.0,781.0,798.0
7.0,2.0,140.0,3.0,54.0,798.0,852.0
7.0,10.0,150.0,3.0,46.0,852.0,898.0
8.0,9.0,10.0,2.0,44.0,0.0,44.0
8.0,5.0,20.0,2.0,59.0,44.0,103.0
8.0,7.0,30.0,2.0,87.0,103.0,190.0
8.0,8.0,40.0,2.0,62.0,190.0,252.0
8.0,1.0,50.0,2.0,51.0,252.0,303.0
8.0,12.0,60.0,2.0,55.0,303.0,358.0
8.0,14.0,70.0,2.0,3.0,371.0,374.0
8.0,13.0,80.0,2.0,40.0,374.0,414.0
8.0,3.0,90.0,2.0,26.0,414.0,440.0
8.0,4.0,100.0,2.0,18.0,440.0,458.0
8.0,11.0,110.0,2.0,15.0,492.0,507.0
8.0,2.0,120.0,2.0,18.0,507.0,525.0
8.0,6.0,130.0,2.0,72.0,525.0,597.0
8.0,15.0,140.0,2.0,35.0,635.0,670.0
8.0,10.0,150.0,2.0,60.0,670.0,730.0
9.0,3.0,10.0,1.0,27.0,0.0,27.0
9.0,7.0,20.0,1.0,14.0,27.0,41.0
9.0,13.0,30.0,1.0,77.0,41.0,118.0
9.0,10.0,40.0,1.0,24.0,118.0,142.0
9.0,9.0,50.0,1.0,55.0,142.0,197.0
9.0,12.0,60.0,1.0,67.0,197.0,264.0
9.0,2.0,70.0,1.0,59.0,264.0,323.0
9.0,4.0,80.0,1.0,19.0,323.0,342.0
9.0,14.0,90.0,1.0,29.0,342.0,371.0
9.0,5.0,100.0,1.0,33.0,371.0,404.0
9.0,11.0,110.0,1.0,88.0,404.0,492.0
9.0,6.0,120.0,1.0,30.0,492.0,522.0
9.0,1.0,130.0,1.0,91.0,522.0,613.0
9.0,8.0,140.0,1.0,11.0,613.0,624.0
9.0,15.0,150.0,1.0,11.0,624.0,635.0
10.0,1.0,10.0,10.0,67.0,0.0,67.0
10.0,10.0,20.0,10.0,94.0,337.0,431.0
10.0,5.0,30.0,10.0,50.0,492.0,542.0
10.0,9.0,40.0,10.0,2.0,542.0,544.0
10.0,11.0,50.0,10.0,83.0,640.0,723.0
10.0,3.0,60.0,10.0,19.0,798.0,817.0
10.0,12.0,70.0,10.0,29.0,952.0,981.0
10.0,13.0,80.0,10.0,37.0,1008.0,1045.0
10.0,15.0,90.0,10.0,58.0,1045.0,1103.0
10.0,7.0,100.0,10.0,32.0,1103.0,1135.0
10.0,4.0,110.0,10.0,38.0,1135.0,1173.0
10.0,8.0,120.0,10.0,99.0,1173.0,1272.0
10.0,6.0,130.0,10.0,88.0,1272.0,1360.0
10.0,2.0,140.0,10.0,49.0,1360.0,1409.0
10.0,14.0,150.0,10.0,70.0,1409.0,1479.0
11.0,9.0,10.0,4.0,60.0,44.0,104.0
11.0,2.0,20.0,4.0,7.0,104.0,111.0
11.0,13.0,30.0,4.0,81.0,172.0,253.0
11.0,6.0,40.0,4.0,82.0,253.0,335.0
11.0,8.0,50.0,4.0,58.0,335.0,393.0
11.0,11.0,60.0,4.0,83.0,507.0,590.0
11.0,10.0,70.0,4.0,16.0,590.0,606.0
11.0,5.0,80.0,4.0,1.0,606.0,607.0
11.0,12.0,90.0,4.0,69.0,607.0,676.0
11.0,7.0,100.0,4.0,7.0,676.0,683.0
11.0,14.0,110.0,4.0,3.0,683.0,686.0
11.0,3.0,120.0,4.0,84.0,686.0,770.0
11.0,15.0,130.0,4.0,8.0,770.0,778.0
11.0,1.0,140.0,4.0,12.0,778.0,790.0
11.0,4.0,150.0,4.0,93.0,790.0,883.0
12.0,14.0,10.0,7.0,92.0,82.0,174.0
12.0,15.0,20.0,7.0,81.0,174.0,255.0
12.0,3.0,30.0,7.0,4.0,255.0,259.0
12.0,10.0,40.0,7.0,78.0,259.0,337.0
12.0,8.0,50.0,7.0,9.0,393.0,402.0
12.0,9.0,60.0,7.0,78.0,402.0,480.0
12.0,13.0,70.0,7.0,75.0,480.0,555.0
12.0,5.0,80.0,7.0,5.0,555.0,560.0
12.0,11.0,90.0,7.0,50.0,590.0,640.0
12.0,7.0,100.0,7.0,8.0,640.0,648.0
12.0,2.0,110.0,7.0,44.0,648.0,692.0
12.0,1.0,120.0,7.0,4.0,692.0,696.0
12.0,6.0,130.0,7.0,60.0,696.0,756.0
12.0,12.0,140.0,7.0,94.0,858.0,952.0
12.0,4.0,150.0,7.0,74.0,952.0,1026.0
13.0,2.0,10.0,11.0,32.0,0.0,32.0
13.0,1.0,20.0,11.0,88.0,67.0,155.0
13.0,13.0,30.0,11.0,31.0,414.0,445.0
13.0,3.0,40.0,11.0,68.0,484.0,552.0
13.0,14.0,50.0,11.0,31.0,552.0,583.0
13.0,9.0,60.0,11.0,10.0,583.0,593.0
13.0,4.0,70.0,11.0,45.0,593.0,638.0
13.0,15.0,80.0,11.0,75.0,816.0,891.0
13.0,5.0,90.0,11.0,82.0,1052.0,1134.0
13.0,8.0,100.0,11.0,51.0,1328.0,1379.0
13.0,7.0,110.0,11.0,55.0,1379.0,1434.0
13.0,10.0,120.0,11.0,99.0,1434.0,1533.0
13.0,12.0,130.0,11.0,44.0,1533.0,1577.0
13.0,11.0,140.0,11.0,84.0,1577.0,1661.0
13.0,6.0,150.0,11.0,22.0,1661.0,1683.0
14.0,4.0,10.0,14.0,12.0,0.0,12.0
14.0,14.0,20.0,14.0,35.0,174.0,209.0
14.0,3.0,30.0,14.0,64.0,259.0,323.0
14.0,6.0,40.0,14.0,17.0,392.0,409.0
14.0,10.0,50.0,14.0,42.0,431.0,473.0
14.0,7.0,60.0,14.0,46.0,473.0,519.0
14.0,8.0,70.0,14.0,65.0,709.0,774.0
14.0,5.0,80.0,14.0,74.0,774.0,848.0
14.0,9.0,90.0,14.0,96.0,848.0,944.0
14.0,1.0,100.0,14.0,28.0,988.0,1016.0
14.0,13.0,110.0,14.0,86.0,1098.0,1184.0
14.0,11.0,120.0,14.0,95.0,1186.0,1281.0
14.0,15.0,130.0,14.0,93.0,1293.0,1386.0
14.0,2.0,140.0,14.0,67.0,1409.0,1476.0
14.0,12.0,150.0,14.0,56.0,1476.0,1532.0
